Area,Year,Month,PeriodType,Period,LaborForce,Employment,Unemployment,UnemploymentRate,SeasonalAdjustment
Maries County,2020,March,3,3,3983,3834,149,3.7,Not seasonally adjusted
Maries County,2020,February,3,2,3934,3787,147,3.7,Not seasonally adjusted
Maries County,2020,January,3,1,3942,3774,168,4.3,Not seasonally adjusted
Maries County,2019,Annual Averages,1,0,3884,3747,137,3.5,Not seasonally adjusted
Maries County,2019,December,3,12,3902,3763,139,3.6,Not seasonally adjusted
Maries County,2019,November,3,11,3901,3771,130,3.3,Not seasonally adjusted
Maries County,2019,October,3,10,3936,3824,112,2.8,Not seasonally adjusted
Maries County,2019,September,3,9,3821,3726,95,2.5,Not seasonally adjusted
Maries County,2019,August,3,8,3755,3614,141,3.8,Not seasonally adjusted
Maries County,2019,July,3,7,3757,3582,175,4.7,Not seasonally adjusted
Maries County,2019,June,3,6,3905,3762,143,3.7,Not seasonally adjusted
Maries County,2019,May,3,5,3934,3822,112,2.8,Not seasonally adjusted
Maries County,2019,April,3,4,3963,3838,125,3.2,Not seasonally adjusted
Maries County,2019,March,3,3,3923,3772,151,3.8,Not seasonally adjusted
Maries County,2019,February,3,2,3930,3757,173,4.4,Not seasonally adjusted
Maries County,2019,January,3,1,3871,3728,143,3.7,Not seasonally adjusted
Marion County,2020,May,3,5,14070,13200,870,6.2,Not seasonally adjusted
Marion County,2020,April,3,4,14280,13292,988,6.9,Not seasonally adjusted
Marion County,2020,March,3,3,14820,14260,560,3.8,Not seasonally adjusted
Marion County,2020,February,3,2,14415,13921,494,3.4,Not seasonally adjusted
Marion County,2020,January,3,1,14539,13982,557,3.8,Not seasonally adjusted
Marion County,2019,Annual Averages,1,0,14565,14104,461,3.2,Not seasonally adjusted
Marion County,2019,December,3,12,14724,14258,466,3.2,Not seasonally adjusted
Marion County,2019,November,3,11,14828,14393,435,2.9,Not seasonally adjusted
Marion County,2019,October,3,10,14670,14292,378,2.6,Not seasonally adjusted
Marion County,2019,September,3,9,14545,14203,342,2.4,Not seasonally adjusted
Marion County,2019,August,3,8,14291,13825,466,3.3,Not seasonally adjusted
Marion County,2019,July,3,7,14520,14024,496,3.4,Not seasonally adjusted
Marion County,2019,June,3,6,14661,14173,488,3.3,Not seasonally adjusted
Marion County,2019,May,3,5,14519,14096,423,2.9,Not seasonally adjusted
Marion County,2019,April,3,4,14546,14165,381,2.6,Not seasonally adjusted
Marion County,2019,March,3,3,14538,14008,530,3.6,Not seasonally adjusted
Marion County,2019,February,3,2,14458,13887,571,3.9,Not seasonally adjusted
Marion County,2019,January,3,1,14480,13920,560,3.9,Not seasonally adjusted
Mcdonald County,2020,May,3,5,10490,9838,652,6.2,Not seasonally adjusted
Mcdonald County,2020,April,3,4,10487,9779,708,6.8,Not seasonally adjusted
Mcdonald County,2020,March,3,3,11123,10670,453,4.1,Not seasonally adjusted
Mcdonald County,2020,February,3,2,10925,10566,359,3.3,Not seasonally adjusted
Mcdonald County,2020,January,3,1,10931,10500,431,3.9,Not seasonally adjusted
Mcdonald County,2019,Annual Averages,1,0,10690,10334,356,3.3,Not seasonally adjusted
Mcdonald County,2019,December,3,12,10864,10485,379,3.5,Not seasonally adjusted
Mcdonald County,2019,November,3,11,10849,10489,360,3.3,Not seasonally adjusted
Mcdonald County,2019,October,3,10,10867,10573,294,2.7,Not seasonally adjusted
Mcdonald County,2019,September,3,9,10695,10413,282,2.6,Not seasonally adjusted
Mcdonald County,2019,August,3,8,10637,10258,379,3.6,Not seasonally adjusted
Mcdonald County,2019,July,3,7,10827,10344,483,4.5,Not seasonally adjusted
Mcdonald County,2019,June,3,6,10628,10205,423,4,Not seasonally adjusted
Mcdonald County,2019,May,3,5,10615,10278,337,3.2,Not seasonally adjusted
Mcdonald County,2019,April,3,4,10573,10290,283,2.7,Not seasonally adjusted
Mcdonald County,2019,March,3,3,10617,10273,344,3.2,Not seasonally adjusted
Mcdonald County,2019,February,3,2,10622,10272,350,3.3,Not seasonally adjusted
Mcdonald County,2019,January,3,1,10490,10132,358,3.4,Not seasonally adjusted
Mercer County,2020,May,3,5,1971,1894,77,3.9,Not seasonally adjusted
Mercer County,2020,April,3,4,2042,1968,74,3.6,Not seasonally adjusted
Mercer County,2020,March,3,3,1956,1887,69,3.5,Not seasonally adjusted
Mercer County,2020,February,3,2,1942,1862,80,4.1,Not seasonally adjusted
Mercer County,2020,January,3,1,1944,1858,86,4.4,Not seasonally adjusted
Mercer County,2019,Annual Averages,1,0,1861,1802,59,3.2,Not seasonally adjusted
Mercer County,2019,December,3,12,1852,1794,58,3.1,Not seasonally adjusted
Mercer County,2019,November,3,11,1859,1808,51,2.7,Not seasonally adjusted
Mercer County,2019,October,3,10,1964,1926,38,1.9,Not seasonally adjusted
Mercer County,2019,September,3,9,1809,1767,42,2.3,Not seasonally adjusted
Mercer County,2019,August,3,8,1651,1597,54,3.3,Not seasonally adjusted
Mercer County,2019,July,3,7,1671,1617,54,3.2,Not seasonally adjusted
Mercer County,2019,June,3,6,1819,1766,53,2.9,Not seasonally adjusted
Mercer County,2019,May,3,5,1964,1917,47,2.4,Not seasonally adjusted
Mercer County,2019,April,3,4,2022,1969,53,2.6,Not seasonally adjusted
Mercer County,2019,March,3,3,1909,1820,89,4.7,Not seasonally adjusted
Mercer County,2019,February,3,2,1897,1809,88,4.6,Not seasonally adjusted
Mercer County,2019,January,3,1,1905,1830,75,3.9,Not seasonally adjusted
Miller County,2020,May,3,5,12256,11061,1195,9.8,Not seasonally adjusted
Miller County,2020,April,3,4,12537,11063,1474,11.8,Not seasonally adjusted
Miller County,2020,March,3,3,12516,11779,737,5.9,Not seasonally adjusted
Miller County,2020,February,3,2,12300,11615,685,5.6,Not seasonally adjusted
Miller County,2020,January,3,1,12318,11595,723,5.9,Not seasonally adjusted
Miller County,2019,Annual Averages,1,0,12313,11850,463,3.8,Not seasonally adjusted
Miller County,2019,December,3,12,12307,11770,537,4.4,Not seasonally adjusted
Miller County,2019,November,3,11,12291,11829,462,3.8,Not seasonally adjusted
Miller County,2019,October,3,10,12445,12043,402,3.2,Not seasonally adjusted
Miller County,2019,September,3,9,12398,12086,312,2.5,Not seasonally adjusted
Miller County,2019,August,3,8,12217,11777,440,3.6,Not seasonally adjusted
Miller County,2019,July,3,7,12153,11711,442,3.6,Not seasonally adjusted
Miller County,2019,June,3,6,12836,12418,418,3.3,Not seasonally adjusted
Miller County,2019,May,3,5,12525,12162,363,2.9,Not seasonally adjusted
Miller County,2019,April,3,4,12303,11960,343,2.8,Not seasonally adjusted
Miller County,2019,March,3,3,12176,11611,565,4.6,Not seasonally adjusted
Miller County,2019,February,3,2,12063,11429,634,5.3,Not seasonally adjusted
Miller County,2019,January,3,1,12031,11399,632,5.3,Not seasonally adjusted
Mississippi County,2020,May,3,5,5648,5321,327,5.8,Not seasonally adjusted
Mississippi County,2020,April,3,4,5718,5408,310,5.4,Not seasonally adjusted
Mississippi County,2020,March,3,3,5975,5660,315,5.3,Not seasonally adjusted
Mississippi County,2020,February,3,2,5855,5597,258,4.4,Not seasonally adjusted
Mississippi County,2020,January,3,1,5867,5587,280,4.8,Not seasonally adjusted
Mississippi County,2019,Annual Averages,1,0,5792,5555,237,4.1,Not seasonally adjusted
Mississippi County,2019,December,3,12,5784,5534,250,4.3,Not seasonally adjusted
Mississippi County,2019,November,3,11,5760,5540,220,3.8,Not seasonally adjusted
Mississippi County,2019,October,3,10,5867,5685,182,3.1,Not seasonally adjusted
Mississippi County,2019,September,3,9,5685,5500,185,3.3,Not seasonally adjusted
Mississippi County,2019,August,3,8,5651,5397,254,4.5,Not seasonally adjusted
Mississippi County,2019,July,3,7,5608,5274,334,6,Not seasonally adjusted
Mississippi County,2019,June,3,6,5828,5548,280,4.8,Not seasonally adjusted
Mississippi County,2019,May,3,5,5908,5705,203,3.4,Not seasonally adjusted
Mississippi County,2019,April,3,4,5878,5702,176,3,Not seasonally adjusted
Mississippi County,2019,March,3,3,5850,5597,253,4.3,Not seasonally adjusted
Mississippi County,2019,February,3,2,5840,5603,237,4.1,Not seasonally adjusted
Mississippi County,2019,January,3,1,5844,5579,265,4.5,Not seasonally adjusted
Moniteau County,2020,May,3,5,7251,6835,416,5.7,Not seasonally adjusted
Moniteau County,2020,April,3,4,7215,6809,406,5.6,Not seasonally adjusted
Moniteau County,2020,March,3,3,7425,7145,280,3.8,Not seasonally adjusted
Moniteau County,2020,February,3,2,7375,7112,263,3.6,Not seasonally adjusted
Moniteau County,2020,January,3,1,7375,7083,292,4,Not seasonally adjusted
Moniteau County,2019,Annual Averages,1,0,7313,7097,216,3,Not seasonally adjusted
Moniteau County,2019,December,3,12,7193,6984,209,2.9,Not seasonally adjusted
Moniteau County,2019,November,3,11,7269,7071,198,2.7,Not seasonally adjusted
Moniteau County,2019,October,3,10,7366,7205,161,2.2,Not seasonally adjusted
Moniteau County,2019,September,3,9,7194,7035,159,2.2,Not seasonally adjusted
Moniteau County,2019,August,3,8,7267,7037,230,3.2,Not seasonally adjusted
Moniteau County,2019,July,3,7,7407,7134,273,3.7,Not seasonally adjusted
Moniteau County,2019,June,3,6,7288,7056,232,3.2,Not seasonally adjusted
Moniteau County,2019,May,3,5,7371,7185,186,2.5,Not seasonally adjusted
Moniteau County,2019,April,3,4,7425,7251,174,2.3,Not seasonally adjusted
Moniteau County,2019,March,3,3,7363,7103,260,3.5,Not seasonally adjusted
Moniteau County,2019,February,3,2,7326,7064,262,3.6,Not seasonally adjusted
Moniteau County,2019,January,3,1,7285,7036,249,3.4,Not seasonally adjusted
Monroe County,2020,May,3,5,3730,3444,286,7.7,Not seasonally adjusted
Monroe County,2020,April,3,4,3812,3487,325,8.5,Not seasonally adjusted
Monroe County,2020,March,3,3,3852,3666,186,4.8,Not seasonally adjusted
Monroe County,2020,February,3,2,3894,3703,191,4.9,Not seasonally adjusted
Monroe County,2020,January,3,1,3898,3693,205,5.3,Not seasonally adjusted
Monroe County,2019,Annual Averages,1,0,3872,3711,161,4.2,Not seasonally adjusted
Monroe County,2019,December,3,12,3906,3733,173,4.4,Not seasonally adjusted
Monroe County,2019,November,3,11,3922,3763,159,4.1,Not seasonally adjusted
Monroe County,2019,October,3,10,3959,3828,131,3.3,Not seasonally adjusted
Monroe County,2019,September,3,9,3890,3769,121,3.1,Not seasonally adjusted
Monroe County,2019,August,3,8,3710,3538,172,4.6,Not seasonally adjusted
Monroe County,2019,July,3,7,3715,3537,178,4.8,Not seasonally adjusted
Monroe County,2019,June,3,6,3892,3715,177,4.5,Not seasonally adjusted
Monroe County,2019,May,3,5,3941,3804,137,3.5,Not seasonally adjusted
Monroe County,2019,April,3,4,3917,3786,131,3.3,Not seasonally adjusted
Monroe County,2019,March,3,3,3888,3697,191,4.9,Not seasonally adjusted
Monroe County,2019,February,3,2,3875,3689,186,4.8,Not seasonally adjusted
Monroe County,2019,January,3,1,3851,3672,179,4.6,Not seasonally adjusted
Montgomery County,2020,May,3,5,5746,5295,451,7.8,Not seasonally adjusted
Montgomery County,2020,April,3,4,5844,5375,469,8,Not seasonally adjusted
Montgomery County,2020,March,3,3,5906,5685,221,3.7,Not seasonally adjusted
Montgomery County,2020,February,3,2,5803,5584,219,3.8,Not seasonally adjusted
Montgomery County,2020,January,3,1,5842,5575,267,4.6,Not seasonally adjusted
Montgomery County,2019,Annual Averages,1,0,5738,5558,180,3.1,Not seasonally adjusted
Montgomery County,2019,December,3,12,5730,5553,177,3.1,Not seasonally adjusted
Montgomery County,2019,November,3,11,5740,5582,158,2.8,Not seasonally adjusted
Montgomery County,2019,October,3,10,5900,5712,188,3.2,Not seasonally adjusted
Montgomery County,2019,September,3,9,5716,5590,126,2.2,Not seasonally adjusted
Montgomery County,2019,August,3,8,5685,5507,178,3.1,Not seasonally adjusted
Montgomery County,2019,July,3,7,5658,5450,208,3.7,Not seasonally adjusted
Montgomery County,2019,June,3,6,5722,5529,193,3.4,Not seasonally adjusted
Montgomery County,2019,May,3,5,5818,5658,160,2.8,Not seasonally adjusted
Montgomery County,2019,April,3,4,5837,5688,149,2.6,Not seasonally adjusted
Montgomery County,2019,March,3,3,5707,5492,215,3.8,Not seasonally adjusted
Montgomery County,2019,February,3,2,5682,5474,208,3.7,Not seasonally adjusted
Montgomery County,2019,January,3,1,5665,5461,204,3.6,Not seasonally adjusted
Morgan County,2020,May,3,5,8011,7299,712,8.9,Not seasonally adjusted
Morgan County,2020,April,3,4,8172,7351,821,10,Not seasonally adjusted
Morgan County,2020,March,3,3,8209,7760,449,5.5,Not seasonally adjusted
Morgan County,2020,February,3,2,8170,7689,481,5.9,Not seasonally adjusted
Morgan County,2020,January,3,1,8196,7670,526,6.4,Not seasonally adjusted
Morgan County,2019,Annual Averages,1,0,8127,7776,351,4.3,Not seasonally adjusted
Morgan County,2019,December,3,12,8131,7737,394,4.8,Not seasonally adjusted
Morgan County,2019,November,3,11,8045,7698,347,4.3,Not seasonally adjusted
Morgan County,2019,October,3,10,8215,7917,298,3.6,Not seasonally adjusted
Morgan County,2019,September,3,9,8051,7795,256,3.2,Not seasonally adjusted
Morgan County,2019,August,3,8,8214,7891,323,3.9,Not seasonally adjusted
Morgan County,2019,July,3,7,8272,7930,342,4.1,Not seasonally adjusted
Morgan County,2019,June,3,6,8457,8141,316,3.7,Not seasonally adjusted
Morgan County,2019,May,3,5,8198,7913,285,3.5,Not seasonally adjusted
Morgan County,2019,April,3,4,8009,7747,262,3.3,Not seasonally adjusted
Morgan County,2019,March,3,3,8010,7575,435,5.4,Not seasonally adjusted
Morgan County,2019,February,3,2,8007,7509,498,6.2,Not seasonally adjusted
Morgan County,2019,January,3,1,7908,7457,451,5.7,Not seasonally adjusted
New Madrid County,2020,May,3,5,8452,7787,665,7.9,Not seasonally adjusted
New Madrid County,2020,April,3,4,8582,7943,639,7.4,Not seasonally adjusted
New Madrid County,2020,March,3,3,8675,8226,449,5.2,Not seasonally adjusted
New Madrid County,2020,February,3,2,8457,8046,411,4.9,Not seasonally adjusted
New Madrid County,2020,January,3,1,8440,8005,435,5.2,Not seasonally adjusted
New Madrid County,2019,Annual Averages,1,0,8236,7880,356,4.3,Not seasonally adjusted
New Madrid County,2019,December,3,12,8232,7853,379,4.6,Not seasonally adjusted
New Madrid County,2019,November,3,11,8211,7873,338,4.1,Not seasonally adjusted
New Madrid County,2019,October,3,10,8353,8068,285,3.4,Not seasonally adjusted
New Madrid County,2019,September,3,9,8064,7784,280,3.5,Not seasonally adjusted
New Madrid County,2019,August,3,8,7944,7556,388,4.9,Not seasonally adjusted
New Madrid County,2019,July,3,7,8066,7635,431,5.3,Not seasonally adjusted
New Madrid County,2019,June,3,6,8259,7862,397,4.8,Not seasonally adjusted
New Madrid County,2019,May,3,5,8384,8077,307,3.7,Not seasonally adjusted
New Madrid County,2019,April,3,4,8393,8100,293,3.5,Not seasonally adjusted
New Madrid County,2019,March,3,3,8349,7949,400,4.8,Not seasonally adjusted
New Madrid County,2019,February,3,2,8316,7936,380,4.6,Not seasonally adjusted
New Madrid County,2019,January,3,1,8261,7864,397,4.8,Not seasonally adjusted
Newton County,2020,May,3,5,26996,24587,2409,8.9,Not seasonally adjusted
Newton County,2020,April,3,4,27470,24629,2841,10.3,Not seasonally adjusted
Newton County,2020,March,3,3,27824,26770,1054,3.8,Not seasonally adjusted
Newton County,2020,February,3,2,27666,26734,932,3.4,Not seasonally adjusted
Newton County,2020,January,3,1,27860,26753,1107,4,Not seasonally adjusted
Newton County,2019,Annual Averages,1,0,27392,26498,894,3.3,Not seasonally adjusted
Newton County,2019,December,3,12,27615,26731,884,3.2,Not seasonally adjusted
Newton County,2019,November,3,11,27597,26743,854,3.1,Not seasonally adjusted
Newton County,2019,October,3,10,27588,26836,752,2.7,Not seasonally adjusted
Newton County,2019,September,3,9,27218,26515,703,2.6,Not seasonally adjusted
Newton County,2019,August,3,8,27263,26329,934,3.4,Not seasonally adjusted
Newton County,2019,July,3,7,27700,26512,1188,4.3,Not seasonally adjusted
Newton County,2019,June,3,6,27288,26297,991,3.6,Not seasonally adjusted
Newton County,2019,May,3,5,27231,26380,851,3.1,Not seasonally adjusted
Newton County,2019,April,3,4,27157,26417,740,2.7,Not seasonally adjusted
Newton County,2019,March,3,3,27404,26442,962,3.5,Not seasonally adjusted
Newton County,2019,February,3,2,27353,26423,930,3.4,Not seasonally adjusted
Newton County,2019,January,3,1,27295,26355,940,3.4,Not seasonally adjusted
Nodaway County,2020,May,3,5,10985,10428,557,5.1,Not seasonally adjusted
Nodaway County,2020,April,3,4,11623,10554,1069,9.2,Not seasonally adjusted
Nodaway County,2020,March,3,3,11435,11051,384,3.4,Not seasonally adjusted
Nodaway County,2020,February,3,2,11100,10738,362,3.3,Not seasonally adjusted
Nodaway County,2020,January,3,1,10999,10586,413,3.8,Not seasonally adjusted
Nodaway County,2019,Annual Averages,1,0,10790,10468,322,3,Not seasonally adjusted
Nodaway County,2019,December,3,12,10953,10661,292,2.7,Not seasonally adjusted
Nodaway County,2019,November,3,11,10983,10697,286,2.6,Not seasonally adjusted
Nodaway County,2019,October,3,10,11109,10874,235,2.1,Not seasonally adjusted
Nodaway County,2019,September,3,9,10900,10649,251,2.3,Not seasonally adjusted
Nodaway County,2019,August,3,8,10398,10021,377,3.6,Not seasonally adjusted
Nodaway County,2019,July,3,7,10498,10043,455,4.3,Not seasonally adjusted
Nodaway County,2019,June,3,6,10758,10361,397,3.7,Not seasonally adjusted
Nodaway County,2019,May,3,5,10679,10361,318,3,Not seasonally adjusted
Nodaway County,2019,April,3,4,11045,10798,247,2.2,Not seasonally adjusted
Nodaway County,2019,March,3,3,10795,10459,336,3.1,Not seasonally adjusted
Nodaway County,2019,February,3,2,10761,10425,336,3.1,Not seasonally adjusted
Nodaway County,2019,January,3,1,10595,10265,330,3.1,Not seasonally adjusted
